Word,Definition,Points
lambda,,613
lambdacism,,2132
lambdas,,850
lambdiod,,1170
lambdoid,,1170
lambdoidal,,2078
lambeau,,840
lambed,,613
lambency,,1207
lambencies,,2078
lambent,,840
lambently,,1583
lamber,,605
lambers,,840
lambert,,840
lamberts,,1145
lambes,,605
lambhood,,1194
lamby,,446
lambie,,605
lambies,,840
lambiness,,1538
lambing,,850
lambish,,871
lambitive,,1583
lambkill,,1194
lambkills,,1598
lambkin,,881
lambkins,,1194
lambly,,631
lamblia,,840
lambliasis,,2042
lamblike,,1194
lamblikeness,,3612
lambling,,1157
lamboy,,631
lamboys,,871
lambrequin,,2204
lambs,,425
lambsdown,,1598
lambskin,,1194
lambskins,,1598
lambsuccory,,2838
lamda,,418
lamdan,,596
lamden,,596
lame,,276
lamebrain,,1538
lamebrained,,2709
lamebrains,,2042
lamed,,418
lamedh,,622
lamedhs,,861
lamedlamella,,3534
lameds,,596
lameduck,,1207
lamel,,410
lamely,,613
lamella,,819
lamellae,,1120
lamellar,,1120
lamellary,,1553
lamellaria,,2007
lamellariidae,,4520
lamellarly,,2060
lamellas,,1120
lamellate,,1508
lamellated,,2024
lamellately,,2709
lamellation,,2644
lamellibranch,,4706
lamellibranchia,,7757
lamellibranchiata,,12582
lamellibranchiate,,12582
lamellicorn,,2687
lamellicornate,,5870
lamellicornes,,4551
lamellicornia,,4551
lamellicornous,,5870
lamelliferous,,4582
lamelliform,,2752
lamellirostral,,5795
lamellirostrate,,7445
lamellirostres,,5795
lamelloid,,1523
lamellose,,1508
lamellosity,,2709
lamellule,,1508
lameness,,1120
lamenesses,,2007
lament,,588
lamentabile,,2687
lamentability,,4644
lamentable,,2042
lamentableness,,5870
lamentably,,2096
lamentation,,2644
lamentational,,4489
lamentations,,3457
lamentatory,,2709
lamented,,1132
lamentedly,,2078
lamenter,,1120
lamenters,,1508
lamentful,,1553
lamenting,,1523
lamentingly,,2730
lamentive,,1553
lamentory,,1553
laments,,819
lamer,,410
lames,,410
lamest,,588
lamester,,1120
lamestery,,1553
lameter,,819
lametta,,819
lamia,,410
lamiaceae,,1538
lamiaceous,,2042
lamiae,,588
lamias,,588
lamiger,,829
lamiid,,596
lamiidae,,1132
lamiides,,1132
lamiinae,,1120
lamin,,410
lamina,,588
laminability,,3586
laminable,,1538
laminae,,819
laminal,,819
laminar,,819
laminary,,1157
laminaria,,1508
laminariaceae,,4551
laminariaceous,,5870
laminariales,,3457
laminarian,,2007
laminarin,,1508
laminarioid,,2666
laminarite,,2007
laminas,,819
laminate,,1120
laminated,,1523
laminates,,1508
laminating,,2024
lamination,,2007
laminator,,1508
laminboard,,2060
laminectomy,,2795
laming,,596
lamington,,1523
laminiferous,,3534
laminiform,,2096
laminiplantar,,4551
laminiplantation,,9629
laminitis,,1508
laminose,,1120
laminous,,1120
lamish,,613
lamista,,819
lamister,,1120
lamisters,,1508
lamiter,,819
lamium,,605
lamm,,288
lammas,,605
lammastide,,2060
lammed,,613
lammer,,605
lammergeier,,2709
lammergeyer,,2773
lammergeir,,2060
lammy,,446
lammie,,605
lamming,,850
lammock,,902
lamna,,410
lamnectomy,,2132
lamnid,,596
lamnidae,,1132
lamnoid,,829
lamp,,288
lampad,,613
lampadaire,,2060
lampadary,,1598
lampadaries,,2709
lampadedromy,,3689
lampadephore,,3663
lampadephoria,,4737
lampadist,,1553
lampadite,,1553
lampads,,850
lampara,,840
lampas,,605
lampases,,1145
lampate,,840
lampatia,,1145
lampblack,,1657
lampblacked,,2881
lampblacking,,3741
lamped,,613
lamper,,605
lampern,,840
lampers,,840
lamperses,,1538
lampf,,446
lampfly,,902
lampflower,,2150
lampful,,871
lamphole,,1182
lampic,,622
lamping,,850
lampion,,840
lampions,,1145
lampyrid,,1194
lampyridae,,2114
lampyrids,,1598
lampyrine,,1583
lampyris,,1182
lampist,,840
lampistry,,1583
lampless,,1145
lamplet,,840
lamplight,,1598
lamplighted,,2795
lamplighter,,2773
lamplit,,840
lampmaker,,1627
lampmaking,,2168
lampman,,861
lampmen,,861
lampong,,850
lampoon,,840
lampooned,,1553
lampooner,,1538
lampoonery,,2096
lampooners,,2042
lampooning,,2060
lampoonist,,2042
lampoonists,,2687
lampoons,,1145
lamppost,,1170
lampposts,,1568
lamprey,,871
lampreys,,1182
lamprel,,840
lampret,,840
lampridae,,1553
lampron,,840
lamprophyre,,2859
lamprophyric,,3767
lamprophony,,2859
lamprophonia,,3638
lamprophonic,,3689
lamprotype,,2132
lamps,,425
lampshade,,1598
lampshell,,1583
lampsilis,,1538
lampsilus,,1538
lampstand,,1553
lampwick,,1257
lampworker,,2168
lampworking,,2859
lams,,276
lamsiekte,,1568
lamster,,819
lamsters,,1120
lamus,,410
lamut,,410
lamziekte,,1702
lan,,165
lana,,264
lanai,,396
lanais,,570
lanameter,,1508
lanao,,396
lanarkia,,1145
lanarkite,,1538
lanas,,396
lanate,,570
lanated,,809
lanaz,,461
lancashire,,2060
lancaster,,1508
lancasterian,,3457
lancastrian,,2644
lance,,410
lanced,,596
lancegay,,1170
lancegaye,,1568
lancejack,,1702
lancelet,,1120
lancelets,,1508
lancely,,850
lancelike,,1568
lancelot,,1120
lanceman,,1145
lancemen,,1145
lanceolar,,1508
lanceolate,,2007
lanceolated,,2666
lanceolately,,3534
lanceolation,,3457
lancepesade,,2709
lancepod,,1157
lanceprisado,,3534
lanceproof,,2096
lancer,,588
lancers,,819
lances,,588
lancet,,588
lanceted,,1132
lanceteer,,1508
lancetfish,,2114
lancetfishes,,3612
lancets,,819
lancewood,,1568
lanch,,432
lancha,,613
lanchara,,1157
lanciers,,1120
lanciferous,,2709
lanciform,,1583
lancinate,,1508
lancinated,,2024
lancinating,,2666
lancination,,2644
lancing,,829
land,,270
landage,,819
landamman,,1553
landammann,,2060
landau,,579
landaulet,,1493
landaulette,,2623
landaus,,809
landblink,,1583
landbook,,1182
landdrost,,1508
landdrosten,,2644
lande,,403
landed,,588
lander,,579
landers,,809
landesite,,1493
landfall,,1145
landfalls,,1538
landfang,,1157
landfast,,1145
landfill,,1145
landfills,,1538
landflood,,1553
landfolk,,1194
landform,,1170
landforms,,1568
landgafol,,1553
landgate,,1120
landgates,,1508
landgravate,,2709
landgrave,,1553
landgraveship,,4737
landgravess,,2709
landgraviate,,3534
landgravine,,2709
landhold,,1157
landholder,,2060
landholders,,2709
landholdership,,6093
landholding,,2730
landholdings,,3560
landyard,,1157
landimere,,1523
landing,,819
landings,,1120
landiron,,1107
landlady,,1157
landladydom,,2773
landladies,,2007
landladyhood,,3638
landladyish,,2773
landladyship,,3663
landleaper,,2024
landler,,809
landlers,,1107
landless,,1107
landlessness,,3431
landlike,,1157
landline,,1107
landlock,,1182
landlocked,,2114
landlook,,1157
landlooker,,2060
landloper,,1523
landloping,,2042
landlord,,1120
landlordism,,2687
landlordly,,2060
landlordry,,2060
landlords,,1508
landlordship,,3586
landlouper,,2024
landlouping,,2687
landlubber,,2060
landlubberish,,4675
landlubberly,,3612
landlubbers,,2709
landlubbing,,2730
landman,,829
landmark,,1182
landmarker,,2096
landmarks,,1583
landmass,,1132
landmasses,,2024
landmen,,829
landmil,,829
landmonger,,2042
landocracy,,2114
landocracies,,3534
landocrat,,1523
landolphia,,2078
landowner,,1538
landowners,,2042
landownership,,4706
landowning,,2060
landplane,,1523
landrace,,1132
landrail,,1107
landraker,,1553
landreeve,,1538
landright,,1553
lands,,403
landsale,,1107
landsat,,809
landscape,,1553
landscaped,,2078
landscaper,,2060
landscapers,,2709
landscapes,,2060
landscaping,,2730
landscapist,,2709
landshard,,1553
landshark,,1598
landship,,1170
landsick,,1182
landside,,1120
landsides,,1508
landskip,,1182
landskips,,1583
landsknecht,,2816
landsleit,,1493
landslid,,1120
landslidden,,2666
landslide,,1508
landslided,,2024
landslides,,2007
landsliding,,2666
landslip,,1132
landslips,,1523
landsmaal,,1523
landsman,,1132
landsmanleit,,3483
landsmanshaft,,4706
landsmanshaften,,7757
landsmen,,1132
landspout,,1523
landspringy,,2752
landsting,,1508
landstorm,,1523
landsturm,,1523
landswoman,,2078
landtrost,,1493
landuman,,1132
landway,,871
landways,,1182
landwaiter,,2042
landward,,1157
landwards,,1553
landwash,,1182
landwehr,,1182
landwhin,,1182
landwire,,1145
landwrack,,1627
landwreck,,1627
lane,,264
laney,,418
lanely,,596
lanes,,396
lanesome,,1120
lanete,,570
laneway,,861
lang,,270
langaha,,840
langarai,,1107
langate,,809
langauge,,1120
langbanite,,2024
langbeinite,,2666
langca,,596
langeel,,809
langel,,579
langhian,,1145
langi,,403
langiel,,809
langite,,809
langka,,613
langlauf,,1145
langlaufer,,2042
langlaufers,,2687
langlaufs,,1538
langle,,579
langley,,840
langleys,,1145
lango,,403
langobard,,1538
langobardic,,2730
langoon,,809
langooty,,1145
langosta,,1107
langouste,,1493
langrage,,1120
langrages,,1508
langrel,,809
langrels,,1107
langret,,809
langridge,,1523
langsat,,809
langsdorffia,,3612
langset,,809
langsettle,,1989
langshan,,1145
langshans,,1538
langsyne,,1145
langsynes,,1538
langspiel,,1523
langspil,,1132
langteraloo,,2623
language,,1120
languaged,,1523
languageless,,3457
languages,,1508
languaging,,2024
langue,,579
langued,,819
languedoc,,1538
languedocian,,3509
languent,,1107
langues,,809
languescent,,2666
languet,,809
languets,,1107
languette,,1493
languid,,819
languidly,,1553
languidness,,2644
languish,,1145
languished,,2060
languisher,,2042
languishers,,2687
languishes,,2042
languishing,,2709
languishingly,,4675
languishment,,3560
languor,,809
languorment,,2666
languorous,,1989
languorously,,3509
languorousness,,5758
languors,,1107
langur,,579
langurs,,809
laniard,,809
lanyard,,840
laniards,,1107
lanyards,,1145
laniary,,829
laniaries,,1478
laniariform,,2709
laniate,,798
lanier,,570
laniferous,,2024
lanific,,850
lanifice,,1157
laniflorous,,2666
laniform,,1157
lanigerous,,1989
laniidae,,1107
laniiform,,1553
laniinae,,1095
lanioid,,809
lanista,,798
lanistae,,1095
lanital,,798
lanitals,,1095
lanius,,570
lank,,288
lanker,,605
lankest,,840
lanket,,605
lanky,,446
lankier,,840
lankiest,,1145
lankily,,871
lankiness,,1538
lankish,,871
lankly,,631
lankness,,1145
lanknesses,,2042
lanner,,570
lanneret,,1095
lannerets,,1478
lanners,,798
lanny,,418
lanolated,,1493
lanolin,,798
lanoline,,1095
lanolines,,1478
lanolins,,1095
lanose,,570
lanosity,,1132
lanosities,,1971
lansa,,396
lansat,,570
lansdowne,,1538
lanseh,,596
lansfordite,,2687
lansing,,809
lansknecht,,2132
lanson,,570
lansquenet,,2132
lant,,264
lantaca,,819
lantaka,,840
lantana,,798
lantanas,,1095
lantanium,,1508
lantcha,,850
lanterloo,,1478
lantern,,798
lanterned,,1493
lanternfish,,2730
lanternfishes,,4613
lanternflower,,4613
lanterning,,1989
lanternist,,1971
lanternleaf,,2666
lanternlit,,1971
lanternman,,2007
lanterns,,1095
lanthana,,1132
lanthania,,1523
lanthanid,,1538
lanthanide,,2042
lanthanite,,2024
lanthanon,,1523
lanthanotidae,,4551
lanthanotus,,2666
lanthanum,,1553
lanthopin,,1553
lanthopine,,2060
lanthorn,,1132
lanthorns,,1523
lantum,,588
lanuginose,,1989
lanuginous,,1989
lanuginousness,,5758
lanugo,,579
lanugos,,809
lanum,,410
lanuvian,,1132
lanx,,306
lanzknecht,,2293
lanzon,,648
lao,,165
laocoon,,819
laodah,,605
laodicean,,1523
laodiceanism,,3534
laos,,264
laotian,,798
laotians,,1095
lap,,175
lapacho,,871
lapachol,,1182
lapactic,,1170
lapageria,,1523
laparectomy,,2795
laparocele,,2042
laparocholecystotomy,,26291
laparocystectomy,,10164
laparocystotomy,,7891
laparocolectomy,,7846
laparocolostomy,,7757
laparocolotomy,,6056
laparocolpohysterotomy,,41373
laparocolpotomy,,7846
laparoelytrotomy,,9950
laparoenterostomy,,12454
laparoenterotomy,,9790
laparogastroscopy,,12647
laparogastrotomy,,9843
laparohepatotomy,,10057
laparohysterectomy,,16408
laparohysteropexy,,13289
laparohysterotomy,,12839
laparoileotomy,,5981
laparomyitis,,3586
laparomyomectomy,,10271
laparomyomotomy,,7980
laparonephrectomy,,12903
laparonephrotomy,,10057
laparorrhaphy,,4830
laparosalpingectomy,,20430
laparosalpingotomy,,16023
laparoscope,,2730
laparoscopy,,2795
laparosplenectomy,,12711
laparosplenotomy,,9897
laparostict,,2687
laparosticti,,3509
laparothoracoscopy,,16331
laparotome,,2042
laparotomy,,2096
laparotomies,,3509
laparotomist,,3509
laparotomize,,3741
laparotomized,,4861
laparotomizing,,6241
laparotrachelotomy,,16177
lapb,,288
lapboard,,1157
lapboards,,1553
lapcock,,902
lapdog,,605
lapdogs,,840
lapeirousia,,2644
lapel,,410
lapeler,,819
lapelled,,1132
lapels,,588
lapful,,613
lapfuls,,850
lapicide,,1157
lapidary,,1170
lapidarian,,2024
lapidaries,,2024
lapidarist,,2024
lapidate,,1132
lapidated,,1538
lapidates,,1523
lapidating,,2042
lapidation,,2024
lapidator,,1523
lapideon,,1132
lapideous,,1523
lapides,,829
lapidescence,,3586
lapidescent,,2709
lapidicolous,,3534
lapidify,,1207
lapidific,,1598
lapidifical,,2773
lapidification,,6018
lapidified,,2096
lapidifies,,2078
lapidifying,,2816
lapidist,,1132
lapidists,,1523
lapidity,,1170
lapidose,,1132
lapies,,588
lapilli,,819
lapilliform,,2752
lapillo,,819
lapillus,,1120
lapin,,410
lapinized,,1657
lapins,,588
lapis,,410
lapises,,819
lapith,,613
lapithae,,1157
lapithaean,,2060
laplacian,,1538
lapland,,829
laplander,,1523
laplanders,,2024
laplandian,,2024
laplandic,,1553
laplandish,,2078
lapling,,829
lapon,,410
laportea,,1120
lapp,,288
lappa,,425
lappaceous,,2078
lappage,,850
lapped,,613
lapper,,605
lappered,,1157
lappering,,1553
lappers,,840
lappet,,605
lappeted,,1157
lappethead,,2114
lappets,,840
lappic,,622
lappilli,,1145
lapping,,850
lappish,,871
lapponese,,1538
lapponian,,1538
lapps,,425
lappula,,840
lapputan,,1145
laps,,276
lapsability,,2752
lapsable,,1145
lapsana,,819
lapsation,,1508
lapse,,410
lapsed,,596
lapser,,588
lapsers,,819
lapses,,588
lapsful,,850
lapsi,,410
lapsibility,,2752
lapsible,,1145
lapsided,,1145
lapsing,,829
lapsingly,,1568
lapstone,,1120
lapstrake,,1568
lapstreak,,1568
lapstreaked,,2752
lapstreaker,,2730
lapsus,,588
laptop,,605
lapulapu,,1145
laputa,,588
laputan,,819
laputically,,2752
lapwing,,861
lapwings,,1170
lapwork,,892
laquais,,892
laquear,,892
laquearia,,1612
laquearian,,2132
laquei,,648
laqueus,,892
lar,,165
laralia,,798
laramide,,1132
laramie,,819
larararia,,1478
lararia,,798
lararium,,1120
larboard,,1132
larboards,,1523
larbolins,,1508
larbowlines,,2709
larcenable,,2042
larcener,,1120
larceners,,1508
larceny,,850
larcenic,,1145
larcenies,,1508
larcenish,,1553
larcenist,,1508
larcenists,,2007
larcenous,,1508
larcenously,,2709
larcenousness,,4489
larch,,432
larchen,,850
larcher,,850
larches,,850
larcin,,588
larcinry,,1157
lard,,270
lardacein,,1523
lardaceous,,2024
larded,,588
larder,,579
larderellite,,3431
larderer,,1107
larderful,,1538
larderie,,1107
larderlike,,2060
larders,,809
lardy,,425
lardier,,809
lardiest,,1107
lardiform,,1568
lardiner,,1107
larding,,819
lardite,,809
lardizabalaceae,,7980
lardizabalaceous,,10164
lardlike,,1157
lardon,,579
lardons,,809
lardoon,,809
lardoons,,1107
lardry,,605
lards,,403
lardworm,,1170
lare,,264
lareabell,,1508
larentiidae,,2623
lares,,396
largamente,,2024
largando,,1120
large,,403
largebrained,,3509
largehanded,,2730
largehearted,,3534
largeheartedly,,6018
largeheartedness,,9683
largely,,840
largemouth,,2078
largemouthed,,3586
largen,,579
largeness,,1493
largeour,,1107
largeous,,1107
larger,,579
larges,,579
largess,,809
largesse,,1107
largesses,,1493
largest,,809
larget,,579
larghetto,,1538
larghettos,,2042
larghissimo,,2730
larghissimos,,3560
largy,,425
largifical,,2078
largish,,840
largishness,,2687
largition,,1493
largitional,,2623
largo,,403
largos,,579
lari,,264
laria,,396
lariat,,570
lariated,,1107
lariating,,1493
lariats,,798
larick,,622
larid,,403
laridae,,809
laridine,,1107
larigo,,579
larigot,,809
lariid,,579
lariidae,,1107
larikin,,840
larin,,396
larinae,,798
larine,,570
laryngal,,1145
laryngalgia,,2709
laryngeal,,1538
laryngeally,,2752
laryngean,,1538
laryngeating,,3534
laryngectomee,,4675
laryngectomy,,3689
laryngectomies,,6018
laryngectomize,,6353
laryngectomized,,8158
laryngectomizing,,10378
laryngemphraxis,,8158
laryngendoscope,,7757
larynges,,1145
laryngic,,1170
laryngismal,,2730
laryngismus,,2730
laryngitic,,2078
laryngitis,,2042
laryngitus,,2042
laryngocele,,2730
laryngocentesis,,7623
laryngofission,,5981
laryngofissure,,5981
laryngograph,,3663
laryngography,,4830
laryngology,,2773
laryngologic,,3586
laryngological,,5981
laryngologist,,4582
laryngometry,,3638
laryngoparalysis,,9897
laryngopathy,,3715
laryngopharyngeal,,12839
laryngopharynges,,10111
laryngopharyngitis,,16254
laryngopharynx,,6427
laryngopharynxes,,10432
laryngophony,,3715
laryngophthisis,,7891
laryngoplasty,,4706
laryngoplegia,,4644
laryngorrhagia,,6018
laryngorrhea,,3586
laryngoscleroma,,7712
laryngoscope,,3612
laryngoscopy,,3689
laryngoscopic,,4737
laryngoscopical,,7802
laryngoscopically,,12839
laryngoscopies,,6018
laryngoscopist,,6018
laryngospasm,,3612
laryngostasis,,4551
laryngostenosis,,7534
laryngostomy,,3638
laryngostroboscope,,16023
laryngotyphoid,,6204
laryngotome,,2730
laryngotomy,,2795
laryngotomies,,4613
laryngotracheal,,7757
laryngotracheitis,,12582
laryngotracheoscopy,,20799
laryngotracheotomy,,16331
laryngovestibulitis,,20152
larynx,,657
larynxes,,1219
larithmic,,1583
larithmics,,2096
larix,,446
larixin,,871
lark,,288
larked,,613
larker,,605
larkers,,840
larky,,446
larkier,,840
larkiest,,1145
larkiness,,1538
larking,,850
larkingly,,1598
larkish,,871
larkishly,,1627
larkishness,,2752
larklike,,1194
larkling,,1157
larks,,425
larksome,,1170
larksomes,,1568
larkspur,,1170
larkspurs,,1568
larlike,,840
larmier,,819
larmoyant,,1553
larn,,264
larnakes,,1145
larnaudian,,1989
larnax,,631
larnyx,,657
laroid,,579
laron,,396
larree,,570
larry,,418
larries,,798
larrigan,,1107
larrigans,,1493
larrikin,,1145
larrikinalian,,4551
larrikiness,,2687
larrikinism,,2730
larrikins,,1538
larriman,,1120
larrup,,588
larruped,,1132
larruper,,1120
larrupers,,1508
larruping,,1523
larrups,,819
lars,,264
larsenite,,1478
larum,,410
larums,,588
larunda,,809
larus,,396
larva,,418
larvacea,,1157
larvae,,596
larval,,596
larvalia,,1132
larvaria,,1132
larvarium,,1553
larvariums,,2060
larvas,,596
larvate,,829
larvated,,1145
larve,,418
larvicidal,,2078
larvicide,,1568
larvicolous,,2709
larviform,,1598
larvigerous,,2687
larvikite,,1583
larviparous,,2709
larviposit,,2060
larviposition,,4582
larvivorous,,2730
larvule,,829
las,,165
lasa,,264
lasagna,,809
lasagnas,,1107
lasagne,,809
lasagnes,,1107
lasarwort,,1523
lascar,,588
lascaree,,1120
lascarine,,1508
lascars,,819
laschety,,1194
lascivient,,2060
lasciviently,,3612
lascivious,,2060
lasciviously,,3612
lasciviousness,,5907
lase,,264
lased,,403
laser,,396
laserdisk,,1553
laserdisks,,2060
laserjet,,1182
laserpitium,,2687
lasers,,570
laserwort,,1523
lases,,396
lash,,282
lashed,,605
lasher,,596
lashers,,829
lashes,,596
lashing,,840
lashingly,,1583
lashings,,1145
lashins,,829
lashkar,,871
lashkars,,1182
lashless,,1132
lashlight,,1583
lashlite,,1132
lashness,,1132
lashorn,,829
lasi,,264
lasianthous,,2666
lasing,,579
lasiocampa,,2078
lasiocampid,,2752
lasiocampidae,,4644
lasiocampoidea,,5981
lasiocarpous,,3509
lasius,,570
lask,,288
lasket,,605
lasking,,850
laspeyresia,,2709
laspring,,1132
lasque,,648
lass,,264
lasses,,570
lasset,,570
lassie,,570
lassiehood,,2042
lassieish,,1523
lassies,,798
lassiky,,871
lassitude,,1493
lassitudes,,1989
lasslorn,,1095
lasso,,396
lassock,,861
lassockie,,1568
lassoed,,809
lassoer,,798
lassoers,,1095
lassoes,,798
lassoing,,1107
lassos,,570
lassu,,396
last,,264
lastage,,809
lasted,,579
laster,,570
lasters,,798
lastex,,631
lasty,,418
lasting,,809
lastingly,,1538
lastingness,,2623
lastings,,1107
lastjob,,892
lastly,,596
lastness,,1095
lastre,,570
lasts,,396
lastspring,,2024
lat,,165
lata,,264
latah,,418
latakia,,840
latakias,,1145
latania,,798
latanier,,1095
latax,,446
latch,,432
latched,,861
latcher,,850
latches,,850
latchet,,850
latchets,,1157
latching,,1170
latchkey,,1244
latchkeys,,1657
latchless,,1553
latchman,,1182
latchmen,,1182
latchstring,,2730
latchstrings,,3560
late,,264
latebra,,819
latebricole,,2687
latecomer,,1538
latecomers,,2042
latecoming,,2060
lated,,403
lateen,,570
lateener,,1095
lateeners,,1478
lateenrigged,,3483
lateens,,798
lately,,596
lateliness,,1971
latemost,,1120
laten,,396
latence,,819
latency,,850
latencies,,1508
latened,,809
lateness,,1095
latenesses,,1971
latening,,1107
latens,,570
latensify,,1568
latensification,,7579
latensified,,2687
latensifying,,3586
latent,,570
latentize,,1612
latently,,1132
latentness,,1971
latents,,798
later,,396
latera,,570
laterad,,809
lateral,,798
lateraled,,1493
lateraling,,1989
lateralis,,1478
laterality,,2024
lateralities,,3405
lateralization,,6056
lateralize,,2132
lateralized,,2816
lateralizing,,3663
laterally,,1523
laterals,,1095
lateran,,798
latericeous,,2644
latericumbent,,4613
lateriflexion,,4737
laterifloral,,3483
lateriflorous,,4520
laterifolious,,4520
laterigradae,,3457
laterigrade,,2644
laterinerved,,3509
laterite,,1095
laterites,,1478
lateritic,,1508
lateritious,,2601
lateriversion,,4520
laterization,,3638
lateroabdominal,,7579
lateroanterior,,5721
laterocaudal,,3483
laterocervical,,5981
laterodeviation,,7534
laterodorsal,,3431
lateroduction,,4520
lateroflexion,,4737
lateromarginal,,5833
lateronuchal,,3534
lateroposition,,5795
lateroposterior,,7445
lateropulsion,,4489
laterostigmatal,,7490
laterostigmatic,,7579
laterotemporal,,5870
laterotorsion,,4427
lateroventral,,4520
lateroversion,,4520
latescence,,2042
latescent,,1508
latesome,,1120
latest,,570
latests,,798
lateward,,1145
latewhile,,1568
latewhiles,,2078
latewood,,1145
latewoods,,1538
latex,,446
latexes,,871
latexosis,,1583
lath,,282
latham,,613
lathe,,418
lathed,,605
lathee,,596
latheman,,1157
lathen,,596
lather,,596
latherability,,4675
latherable,,2060
lathered,,1145
lathereeve,,2078
latherer,,1132
latherers,,1523
lathery,,861
latherin,,1132
lathering,,1538
latheron,,1132
lathers,,829
latherwort,,2078
lathes,,596
lathesman,,1553
lathesmen,,1553
lathhouse,,1568
lathi,,418
lathy,,439
lathie,,596
lathier,,829
lathiest,,1132
lathing,,840
lathings,,1145
lathyric,,1194
lathyrism,,1598
lathyritic,,2114
lathyrus,,1170
lathlike,,1182
lathraea,,1132
lathreeve,,1568
laths,,418
lathwork,,1219
lathworks,,1627
lati,,264
latian,,570
latibule,,1120
latibulize,,2168
latices,,819
laticifer,,1553
laticiferous,,3534
laticlave,,1553
laticostate,,2644
latidentate,,2623
latifolia,,1523
latifoliate,,2666
latifolious,,2666
latifundia,,2042
latifundian,,2687
latifundio,,2042
latifundium,,2730
latigo,,579
latigoes,,1107
latigos,,809
latimer,,819
latimeria,,1508
latin,,396
latinate,,1095
latiner,,798
latinesque,,2132
latinian,,1095
latinic,,819
latiniform,,2060
latinism,,1120
latinist,,1095
latinistic,,2007
latinistical,,3457
latinitaster,,3405
latinity,,1132
latinities,,1971
latinization,,3638
latinize,,1207
latinized,,1627
latinizer,,1612
latinizes,,1612
latinizing,,2150
latinless,,1478
latino,,570
latinos,,798
latins,,570
latinus,,798
lation,,570
latipennate,,2644
latipennine,,2644
latiplantar,,2644
latirostral,,2601
latirostres,,2601
latirostrous,,3405
latirus,,798
latisept,,1120
latiseptal,,2007
latiseptate,,2644
latish,,596
latissimi,,1508
latissimus,,2007
latisternal,,2601
latitancy,,1553
latitant,,1095
latitat,,798
latite,,570
latitude,,1107
latitudes,,1493
latitudinal,,2623
latitudinally,,4551
latitudinary,,3509
latitudinarian,,5758
latitudinarianism,,12197
latitudinarianisn,,12069
latitudinarians,,7400
latitudinous,,3431
lative,,596
latke,,425
latomy,,613
latomia,,819
laton,,396
latona,,570
latonian,,1095
latooka,,840
latosol,,798
latosolic,,1508
latosols,,1095
latoun,,570
latrant,,798
latrate,,798
latration,,1478
latrede,,809
latreutic,,1508
latreutical,,2644
latria,,570
latrial,,798
latrially,,1523
latrian,,798
latrias,,798
latrididae,,2007
latrine,,798
latrines,,1095
latris,,570
latro,,396
latrobe,,819
latrobite,,1508
latrociny,,1553
latrocinium,,2687
latrodectus,,2666
latron,,570
lats,,264
latten,,570
lattener,,1095
lattens,,798
latter,,570
latterkin,,1538
latterly,,1132
lattermath,,2060
lattermint,,2007
lattermost,,2007
latterness,,1971
lattice,,819
latticed,,1132
latticeleaf,,2709
latticelike,,2730
lattices,,1120
latticewise,,2709
latticework,,2795
latticicini,,2687
latticing,,1523
latticinii,,2007
latticinio,,2007
lattin,,570
lattins,,798
latuka,,605
latus,,396
latvia,,596
latvian,,829
latvians,,1132
lauan,,396
lauans,,570
laubanite,,1508
laud,,270
laudability,,2730
laudable,,1132
laudableness,,3483
laudably,,1170
laudanidine,,2644
laudanin,,1107
laudanine,,1493
laudanosine,,2623
laudanum,,1132
laudanums,,1523
laudation,,1493
laudative,,1538
laudator,,1107
laudatory,,1538
laudatorily,,2687
laudators,,1493
laude,,403
lauded,,588
lauder,,579
lauderdale,,2007
lauders,,809
laudes,,579
laudian,,809
laudianism,,2024
laudification,,4613
lauding,,819
laudism,,829
laudist,,809
lauds,,403
laugh,,425
laughability,,3638
laughable,,1568
laughableness,,4613
laughably,,1612
laughed,,850
laughee,,840
laugher,,840
laughers,,1145
laughful,,1182
laughy,,631
laughing,,1157
laughingly,,2114
laughings,,1553
laughingstock,,4768
laughingstocks,,6130
laughs,,605
laughsome,,1568
laughter,,1145
laughterful,,2752
laughterless,,3509
laughters,,1538
laughworthy,,2881
lauhala,,829
lauia,,396
laulau,,570
laumonite,,1508
laumontite,,2007
laun,,264
launce,,588
launces,,819
launch,,613
launchable,,2096
launched,,1170
launcher,,1157
launchers,,1553
launches,,1157
launchful,,1598
launching,,1568
launchings,,2078
launchpad,,1598
launchplex,,2222
launchways,,2168
laund,,403
launder,,809
launderability,,5944
launderable,,2666
laundered,,1508
launderer,,1493
launderers,,1989
launderette,,2623
laundering,,2007
launderings,,2644
launders,,1107
laundress,,1493
laundresses,,2623
laundry,,840
laundries,,1493
laundrymaid,,2752
laundryman,,2078
laundrymen,,2078
laundryowner,,3586
laundrywoman,,3638
laundrywomen,,3638
laundromat,,2024
laundromats,,2666
launeddas,,1508
laur,,264
laura,,396
lauraceae,,1508
lauraceous,,2007
laurae,,570
lauraldehyde,,3612
lauras,,570
laurate,,798
laurdalite,,1989
laure,,396
laureal,,798
laureate,,1095
laureated,,1493
laureates,,1478
laureateship,,3534
laureateships,,4582
laureating,,1989
laureation,,1971
laurel,,570
laureled,,1107
laureling,,1493
laurelled,,1493
laurellike,,2042
laurelling,,1989
laurels,,798
laurelship,,2060
laurelwood,,2042
laurence,,1120
laurencia,,1508
laurent,,798
laurentian,,1971
laurentide,,1989
laureole,,1095
laurestinus,,2601
laury,,418
